run,ml_accuracy,ml_f1,rule_accuracy,rule_f1,hybrid_accuracy,hybrid_f1
320,0.599,0.5952961441872479,0.552,0.5506685547256526,0.59,0.5841347357753316
309,0.595,0.5916548548123162,0.548,0.5356168047698365,0.538,0.5357515513097307
303,0.586,0.5804581972065087,0.565,0.5538169801075353,0.588,0.5779968206474603
344,0.585,0.5799735550764065,0.558,0.5465224869151938,0.563,0.5508656226854454
338,0.592,0.5855381907895694,0.571,0.5620411808801732,0.57,0.561492522280865
302,0.596,0.5948181605361604,0.526,0.522930056211274,0.545,0.5346847945958183
300,0.593,0.589182151042369,0.549,0.543228439269094,0.558,0.5521414258256364
378,0.561,0.5622042711898475,0.54,0.5323596660653372,0.571,0.5566940223871945
339,0.577,0.5732090732139544,0.553,0.5352155702601681,0.575,0.5611043381647755
371,0.611,0.6076945991384619,0.562,0.5533421163898394,0.57,0.5612701343887863
408,0.556,0.5500830177935062,0.557,0.5442977487082162,0.555,0.54858059431867
340,0.566,0.562401060704348,0.543,0.5380978607708918,0.54,0.5339100510531486
305,0.629,0.6298033015199185,0.575,0.5672883501496806,0.571,0.5623305192022444
379,0.586,0.5792598712926905,0.546,0.5310449657393483,0.537,0.5274887698413744
352,0.588,0.5861963145963751,0.548,0.5415571261358771,0.542,0.5296109768695824
402,0.604,0.5993700934912791,0.562,0.5509695121450048,0.582,0.5739879611308251
341,0.595,0.5847169625012115,0.561,0.5430279866644087,0.545,0.536761789672751
356,0.589,0.5878273671636802,0.556,0.5487379390056467,0.552,0.5454760336576626
353,0.601,0.5940552191470208,0.511,0.5078191839156477,0.572,0.5681186879767139
281,0.582,0.5775835463027924,0.548,0.5364711729882431,0.552,0.5390201686397339
407,0.594,0.5825918276073242,0.554,0.5348652054238993,0.557,0.5410954726718273
343,0.589,0.5793088792565569,0.554,0.5396656512574117,0.551,0.540444824926249
292,0.592,0.5880360996640066,0.525,0.5170580741205647,0.55,0.5411055983104286
366,0.603,0.6024256743236164,0.54,0.5342708157300377,0.552,0.5428020391434445
296,0.577,0.5669376459571093,0.544,0.529538880998714,0.536,0.5308491803453039
362,0.592,0.5926620775122445,0.551,0.5432591478170175,0.575,0.5666669901316853
331,0.605,0.600174058694516,0.56,0.5464544924772198,0.553,0.5433896959314963
376,0.583,0.5729926527658394,0.543,0.53372285680061,0.558,0.5498544740575876
422,0.563,0.5557185380373786,0.559,0.5501057615274315,0.526,0.5155881510034013
365,0.594,0.5892107566621173,0.549,0.539268539120905,0.537,0.5261502593922457
271,0.589,0.580243016704375,0.556,0.5447981212215622,0.556,0.5459259383228455
315,0.597,0.5951226543586671,0.552,0.5405166241381955,0.557,0.5522256309480699
283,0.579,0.5745148756740694,0.546,0.5381408797356796,0.526,0.5221104741722153
384,0.603,0.6003192094101185,0.567,0.5577997831640014,0.592,0.5799452483904741
388,0.604,0.6000546242258927,0.568,0.55649615661534,0.552,0.5440282136370463
389,0.584,0.5799839759133448,0.546,0.5335483223373075,0.531,0.5237133341400703
438,0.588,0.5895391624321009,0.562,0.5580579600602662,0.57,0.5618966327218845
426,0.585,0.5812404000571244,0.547,0.5328673904598183,0.579,0.5723086763382815
420,0.591,0.5867992654485029,0.55,0.5388936979202376,0.559,0.5483626154656543
460,0.6,0.5974226747429346,0.546,0.537357676291299,0.566,0.5570422097337765
347,0.592,0.5892669790259292,0.565,0.5479991995684753,0.552,0.5451572408789191
390,0.586,0.5834426254805628,0.584,0.5823418886396782,0.579,0.5723738933540067
419,0.57,0.5633171778157635,0.56,0.549050408361615,0.573,0.5622088319857637
346,0.555,0.5506993276544933,0.542,0.5321363277039305,0.547,0.5409286314058469
375,0.601,0.595895186953982,0.555,0.5452451725364033,0.528,0.5210317792071396
377,0.591,0.5890590138390434,0.543,0.5364661039812928,0.551,0.5411480026601038
392,0.603,0.5951563082705484,0.556,0.5416439275250784,0.563,0.5538837970498699
400,0.568,0.5641776009865365,0.556,0.5478675074765058,0.557,0.5496185310941727
374,0.583,0.5812681805098809,0.55,0.5436781297046672,0.549,0.5349361732914604
361,0.582,0.5781829601738798,0.527,0.512801871222234,0.542,0.5350531129232224
329,0.59,0.5850532607046811,0.563,0.5481267893675471,0.581,0.5738397150561491
425,0.602,0.5986114159029209,0.537,0.5247902868912667,0.584,0.573155923772676
330,0.563,0.5568956257845147,0.545,0.5356490811220443,0.545,0.5404237179714019
345,0.585,0.5784393045393753,0.559,0.5486097740847703,0.546,0.53631939190754
357,0.571,0.5663510586177077,0.563,0.5550861469670257,0.563,0.5496509911439698
401,0.58,0.5776246024546864,0.551,0.5417419356522006,0.549,0.5364036597258074
423,0.606,0.6034853041962096,0.568,0.5596220260323905,0.574,0.5646932845822762
450,0.564,0.5614069015408303,0.558,0.5487821925706817,0.559,0.5489468950481298
448,0.59,0.584956881408238,0.529,0.518438237758145,0.556,0.5513272442914084
417,0.574,0.5701641900902749,0.532,0.520971654702763,0.553,0.5475840727030574
449,0.562,0.5553231474763175,0.539,0.5294761826867935,0.566,0.5571563385632229
387,0.582,0.578227289774938,0.544,0.5375459160290114,0.56,0.5511552792681504
285,0.6,0.5964568867147344,0.559,0.5461802434730697,0.572,0.565548479422474
416,0.595,0.5869255865365129,0.559,0.5482603395425469,0.58,0.5705397314967123
367,0.61,0.6089086970018284,0.567,0.555727988477222,0.582,0.5656700441883834
414,0.572,0.5675453352384072,0.536,0.5211958404878518,0.57,0.5662712595597387
409,0.61,0.6055700861819754,0.571,0.5604866603033397,0.558,0.5517666388401451
410,0.585,0.5830075247248915,0.572,0.562385550826232,0.541,0.5355884582870657
396,0.618,0.6140395418441268,0.545,0.5332411030441021,0.575,0.5703824386242451
464,0.588,0.5859060351472581,0.571,0.5609915170869987,0.584,0.5736446835388413
442,0.566,0.5655899130273566,0.568,0.5564565123169105,0.527,0.5208827936281469
395,0.597,0.5953295931145955,0.567,0.5590154964602524,0.56,0.5509637588274546
358,0.602,0.59966863258233,0.547,0.5356137206871153,0.577,0.5653688879397913
381,0.58,0.5722701316800062,0.539,0.5243495062210531,0.53,0.5187823965986696
474,0.592,0.588330015540049,0.566,0.5583110206049836,0.585,0.5739491349554243
418,0.581,0.5766008716025105,0.579,0.5671904445489351,0.543,0.5305394161968199
360,0.581,0.5750772893038051,0.554,0.5419837389119962,0.561,0.5495437325720164
415,0.596,0.593567946033274,0.555,0.5459212215906133,0.55,0.5407475901685074
437,0.585,0.5781434382022411,0.546,0.5375303702902773,0.541,0.5354176948982282
469,0.605,0.5992525915015556,0.567,0.5590092713300204,0.571,0.5641626934666908
432,0.585,0.5824069425566003,0.572,0.5649574858421765,0.575,0.5657829255152963
456,0.595,0.5893787371186653,0.557,0.5432870687653882,0.561,0.5524865378523915
429,0.588,0.5810377827105646,0.533,0.5246920189246685,0.555,0.550117874316913
359,0.574,0.5687118797393262,0.55,0.5362661694316757,0.555,0.5494868672207827
475,0.572,0.5683135998477393,0.553,0.543076636788406,0.556,0.5444097720900344
491,0.594,0.5871134382616537,0.556,0.5415957147573235,0.571,0.5586743890718404
431,0.569,0.5654099271697705,0.574,0.5641464589288898,0.563,0.5476874739263918
428,0.604,0.6023088023088022,0.566,0.5613689143346315,0.57,0.5606271881920435
468,0.578,0.5736662380932631,0.55,0.5458680732775189,0.542,0.5322583955875527
452,0.595,0.5912289373679689,0.565,0.5574245238089238,0.564,0.5580832840858762
436,0.58,0.5758260232564361,0.544,0.5272747697637277,0.53,0.5223832277961615
427,0.6,0.595894152424334,0.57,0.5574581695301025,0.559,0.5490696438064858
398,0.606,0.6005678346949143,0.559,0.5505603365641388,0.559,0.5515318798769725
444,0.563,0.5620082435939214,0.558,0.5479570418506994,0.54,0.5316705463089931
399,0.56,0.5545689602113654,0.541,0.5344011580447637,0.573,0.5686477546471075
404,0.58,0.5757653594061302,0.545,0.5373881272316078,0.544,0.532946858288167
446,0.616,0.6143191332194657,0.573,0.5633437072077679,0.549,0.5414793334880019
441,0.567,0.563448173996529,0.548,0.535802912996295,0.562,0.554094137783483
479,0.59,0.5874771065697416,0.549,0.5425557995549958,0.562,0.5521446995557859
454,0.585,0.5820404771697002,0.556,0.5480156977521579,0.566,0.5594472117138075
486,0.576,0.5697248526458399,0.544,0.5313758970237396,0.534,0.5279988232088132
458,0.579,0.5777427459261647,0.537,0.5296804399744247,0.575,0.5644610088584852
451,0.575,0.570202972961471,0.561,0.5527869535545632,0.559,0.5551151344177216
413,0.6,0.5965626179553098,0.55,0.5357481882808337,0.585,0.5771889957578851
337,0.558,0.5553350632046529,0.534,0.5226163132704084,0.546,0.5362230859945667
430,0.591,0.5850436338192692,0.565,0.5549194476879485,0.565,0.5583751271047688
369,0.608,0.6011424101896069,0.565,0.5510913219830393,0.585,0.5706567861274112
440,0.566,0.5593172599160253,0.557,0.5465196542876547,0.542,0.5345320778501524
412,0.577,0.5774522105742194,0.538,0.5283446292845584,0.564,0.5495172086680126
494,0.569,0.5624259784751815,0.536,0.5218960287990799,0.543,0.5360855584940226
403,0.59,0.5889916507646867,0.58,0.5776543249027061,0.549,0.5421822613966988
434,0.599,0.595313556507265,0.571,0.5665617086460416,0.579,0.5699254394098459
385,0.599,0.5979128375542037,0.556,0.5447373842026614,0.556,0.5433770073129772
405,0.576,0.5719188678165894,0.551,0.537867930867511,0.568,0.5611646190488487
351,0.587,0.5799171042651575,0.57,0.5627031004801891,0.558,0.5511311557775737
433,0.602,0.6029620975719125,0.573,0.5673921344721501,0.577,0.5675415995705851
481,0.598,0.593348881768495,0.572,0.5610501111586569,0.561,0.5523125582797314
455,0.618,0.6153548976657971,0.562,0.552609088253735,0.588,0.5779814919468175
394,0.59,0.5890884402983053,0.575,0.5683449279142726,0.591,0.5779245001987431
471,0.589,0.5867651911969991,0.534,0.5282693277022453,0.568,0.5529800839150588
363,0.59,0.5888614199069199,0.537,0.5239997035236245,0.558,0.5513875661082687
495,0.594,0.5938837848285868,0.572,0.5628357022075011,0.587,0.5807883493875274
462,0.6,0.5964469425975013,0.553,0.540819891363589,0.575,0.565041610382969
473,0.584,0.5726884491831382,0.573,0.5627447041491614,0.546,0.5357089472634088
443,0.592,0.5891440803496512,0.581,0.5736811398576886,0.581,0.5689867094651504
459,0.562,0.557653393153002,0.515,0.5041397378004707,0.551,0.5431679585903799
477,0.587,0.5834420754152747,0.572,0.5640824844175678,0.541,0.5342689979310736
483,0.599,0.594241225487992,0.547,0.5367744692505427,0.561,0.5472220220718547
391,0.594,0.5884974910793589,0.556,0.5419761974805933,0.537,0.5313242056053286
461,0.611,0.603894804428259,0.556,0.5502822489473248,0.553,0.5449282048160539
492,0.604,0.5971732183132662,0.556,0.540757691153313,0.566,0.5590724788015575
424,0.582,0.5815732234803126,0.553,0.5501074081691675,0.573,0.5633204543379446
406,0.581,0.5810683501378808,0.54,0.5291158579434264,0.569,0.5648318876913813
485,0.583,0.5815868252562967,0.536,0.5301722153000445,0.555,0.5503731211317419
478,0.585,0.5788256790950427,0.579,0.5681331667512981,0.574,0.5652946840073801
439,0.59,0.5856553198205239,0.543,0.534079444136606,0.53,0.5206242168175548
447,0.591,0.5869129623905777,0.542,0.5393172529776303,0.558,0.5495744456479331
421,0.6,0.5973910032267017,0.539,0.5284907137048503,0.57,0.5607470418101648
466,0.585,0.5831345964959659,0.574,0.561633419297653,0.53,0.522581812956045
487,0.558,0.5581169474894254,0.53,0.5192356501280745,0.551,0.5413868629187509
467,0.578,0.5711950905210973,0.565,0.5548305804674857,0.555,0.5455479209877153
489,0.589,0.5845775686441739,0.574,0.5658869763276592,0.558,0.5532349157674318
411,0.607,0.6036878840459884,0.562,0.5539446739129369,0.581,0.5748114548105304
472,0.611,0.6033135990635454,0.548,0.52879377575529,0.586,0.5779465595736318
445,0.584,0.5835003526010963,0.565,0.557548805691158,0.578,0.5680143270207609
470,0.584,0.581164680168765,0.559,0.5434403939458362,0.546,0.5381385963903688
496,0.569,0.566835894652682,0.566,0.5615438093809674,0.558,0.553437861686054
499,0.591,0.5893358516120591,0.552,0.5451022635231116,0.558,0.5477132132704529
476,0.566,0.5620192437143884,0.546,0.5357239184639715,0.557,0.5458860416463421
484,0.557,0.5556984607022164,0.527,0.5175681911924795,0.565,0.5559445273436477
493,0.607,0.6067172206954631,0.557,0.5485906360374607,0.584,0.5767291346646185
435,0.558,0.5524456463390238,0.552,0.5395469113054939,0.561,0.556441351553779
480,0.587,0.5873146889363631,0.543,0.5311657910647657,0.582,0.5691127068350781
498,0.617,0.6116146858295993,0.571,0.5622960971407861,0.557,0.5494749414639001
465,0.577,0.5765840370568056,0.557,0.5502630979883433,0.554,0.5457847722399997
463,0.587,0.583931537189637,0.55,0.5377381865369645,0.58,0.5676380687280059
457,0.587,0.5785729148088699,0.562,0.5485332520892354,0.559,0.5511520963916355
497,0.589,0.5819591497076284,0.572,0.5645776323596632,0.53,0.5185747047491411
482,0.572,0.5698931341416799,0.547,0.5391601362889517,0.54,0.5301209390132601
500,0.586,0.5853513835010892,0.57,0.5633447728934878,0.572,0.5557185307957472
490,0.592,0.589975524191015,0.545,0.5388409737149642,0.557,0.54560683948388
453,0.562,0.5575849330964032,0.537,0.52920540895706,0.551,0.5426059793458489
488,0.606,0.6037716903899796,0.584,0.5760953730121643,0.566,0.557866987178123
