run,ml_accuracy,ml_f1,rule_accuracy,rule_f1,hybrid_accuracy,hybrid_f1
328,0.592,0.5908151318723944,0.5405,0.5313854334187963,0.559,0.5509187005150538
329,0.606,0.60517086994588,0.555,0.5481506850915958,0.5585,0.5518117664098384
330,0.596,0.5940363223525335,0.538,0.5306622455441066,0.554,0.5477353795469422
331,0.5925,0.5897920543340783,0.5335,0.5253731285330505,0.56,0.5546010622760386
332,0.5995,0.5970753194678603,0.547,0.5396004672297284,0.5725,0.5621824349985601
333,0.5855,0.5814599415532729,0.5555,0.5495198471919395,0.553,0.5440779702618294
334,0.599,0.59525900130022,0.544,0.5300941652080059,0.5525,0.5458762055768335
335,0.5795,0.5772732867007243,0.544,0.5353125440341442,0.557,0.548387772636821
336,0.607,0.6030474304762165,0.5395,0.5285132712647522,0.5655,0.5563077913848509
337,0.5945,0.5898422675137696,0.5555,0.5445444684460723,0.567,0.554894195576091
338,0.605,0.5998514664698759,0.562,0.5535709117336718,0.5615,0.5563424472370321
339,0.596,0.59230707599933,0.5555,0.5447907343439726,0.562,0.5534577411365015
340,0.6015,0.5949689083075714,0.5665,0.5546415118420581,0.5525,0.5451549790105984
341,0.6005,0.5982632766669275,0.5695,0.5649476551787519,0.569,0.5583169099211078
342,0.6145,0.6141031285061914,0.5555,0.546460333563005,0.557,0.5471649421363912
343,0.576,0.5731070580260675,0.5595,0.5521552588163355,0.5415,0.5317390142039978
344,0.6175,0.6118006077350829,0.558,0.5481348060954928,0.559,0.5476800620493317
345,0.5995,0.5954158916961667,0.5535,0.5396792041558892,0.563,0.5541705405498852
346,0.605,0.6034941916428592,0.5425,0.5332147540375675,0.558,0.5482456608288503
347,0.6055,0.6020938233357261,0.557,0.5478533324265574,0.5545,0.5451108497799965
348,0.611,0.6069762390163179,0.551,0.5380989343378061,0.5685,0.5633544654424009
349,0.6025,0.6023006415560457,0.559,0.5503774831933151,0.571,0.5594687939956482
350,0.5995,0.5991675647751643,0.544,0.5319708891017102,0.565,0.556252595941736
351,0.6005,0.5983020112969225,0.535,0.5266336209148043,0.564,0.5545480441246161
352,0.607,0.6058431982829102,0.5525,0.5465046138660336,0.569,0.5616351998287109
353,0.605,0.603483451197659,0.549,0.538522341382767,0.573,0.5618118823899744
354,0.609,0.6054558638475932,0.5345,0.5196452821468714,0.556,0.54768181311142
355,0.5935,0.5927790112596832,0.5495,0.5390046474017454,0.558,0.5502035995927953
356,0.6055,0.6065297223484132,0.543,0.5349772826884327,0.5795,0.5675353957078554
357,0.601,0.5979282103453454,0.5525,0.5419187927774081,0.5575,0.5486376350402625
358,0.6185,0.6147697876913325,0.547,0.5354208919376243,0.5655,0.5546093159533708
359,0.61,0.6064315996357784,0.5615,0.5510246240386296,0.562,0.5501327043383119
360,0.603,0.6023616236847283,0.556,0.547438191572904,0.5625,0.5534123341183873
361,0.6135,0.6114090919066415,0.5485,0.5335710811031755,0.5625,0.5483276503693927
362,0.5925,0.5896408633121708,0.5495,0.5428694635814416,0.566,0.5577690030175565
363,0.619,0.616078822556637,0.5555,0.5479255213699176,0.557,0.5491071150903766
364,0.61,0.6036349419210069,0.5545,0.5442967377238487,0.552,0.5475910075685552
365,0.6115,0.608287831539193,0.552,0.5455420942697765,0.579,0.5696292072830196
366,0.617,0.6133291221097481,0.5405,0.5334586898625351,0.5645,0.5569583870699982
367,0.6015,0.5991240839347466,0.5365,0.5271870970204592,0.556,0.5473070188416395
368,0.615,0.6138526808455601,0.543,0.534699425827184,0.573,0.5628162363557004
369,0.613,0.6115295507345885,0.563,0.5535382385178184,0.5795,0.5709768794873352
370,0.6095,0.6079985168199247,0.5535,0.5439689364735152,0.5685,0.5605415242123867
371,0.6005,0.5956856118009116,0.5385,0.5251376780319378,0.56,0.5477916446414803
372,0.611,0.6096745605499194,0.5555,0.5472236949938591,0.567,0.5574210005287256
373,0.597,0.5946458340885469,0.556,0.545971600212391,0.568,0.5579264058986696
374,0.605,0.6006746356056502,0.552,0.5458416493504089,0.5615,0.554565628076524
375,0.6,0.5966267953171771,0.5435,0.532673617103859,0.5575,0.5466617754996137
376,0.612,0.6106222211023763,0.561,0.5465646985590179,0.559,0.5511284079499404
377,0.6145,0.6154801876086585,0.542,0.5322867863021384,0.5625,0.5490898043768004
378,0.5985,0.596147119643324,0.5545,0.5482246882060465,0.5775,0.5695079356121177
379,0.601,0.5993408327171538,0.538,0.5274024312147164,0.547,0.5383152207874099
380,0.598,0.590783682449727,0.5505,0.5335227853867619,0.5395,0.5315179663221766
381,0.5855,0.5829205750153658,0.539,0.5297212017627587,0.556,0.5448975669496644
382,0.6115,0.6064864762074893,0.5685,0.5525698463003245,0.5585,0.5475603068428768
383,0.5985,0.5929824372270415,0.544,0.5338909395612766,0.5525,0.5448426251632427
384,0.6185,0.6133129673328623,0.553,0.5399179838769576,0.55,0.5405155279399149
385,0.5935,0.589757419898298,0.5645,0.5571354905744148,0.549,0.5348876379187681
386,0.598,0.5956777811345842,0.562,0.554984113143593,0.5685,0.5584757467477256
387,0.596,0.593484826566821,0.551,0.5403795214875741,0.5525,0.5433687795355463
388,0.6105,0.6092185665216976,0.5525,0.5396291953752411,0.5515,0.5425308488144999
389,0.605,0.6013202077762339,0.5595,0.5525462061944447,0.56,0.5527724896326282
390,0.614,0.6108822540818329,0.563,0.5508147420399075,0.5605,0.5511544021944054
391,0.6085,0.6068157057225104,0.58,0.5712329311767411,0.57,0.5599514333810472
392,0.606,0.6029606029958684,0.5545,0.5444941237260307,0.5665,0.5583667164749092
393,0.6005,0.6013009729955733,0.537,0.5268145030695514,0.5565,0.5478555450587868
394,0.598,0.5943448900570597,0.543,0.53202316760509,0.569,0.5579989429502015
395,0.601,0.5984504941419596,0.5475,0.5388065477582549,0.577,0.5693567088215836
396,0.607,0.6036458360939173,0.5595,0.5504582367824368,0.562,0.5546576823062391
397,0.5945,0.5896271295026904,0.5475,0.5367072893241068,0.56,0.552120389421647
398,0.6145,0.6125896075480983,0.563,0.5562481500687176,0.569,0.557425188265831
399,0.5985,0.5997240201552694,0.5485,0.5410493067316016,0.5655,0.5546923989723364
400,0.6015,0.5975230048819068,0.5415,0.5318416037346086,0.5495,0.5432598209936111
401,0.603,0.6007698024387268,0.558,0.548237732075183,0.5755,0.5665857247954617
402,0.6115,0.6108574618826581,0.546,0.5375694425606362,0.573,0.5596550711940621
403,0.6035,0.5996806419264482,0.5715,0.5611139920790765,0.566,0.5555732322605601
404,0.5845,0.5820303835932363,0.5425,0.5313806097738435,0.5505,0.5408338721656162
405,0.6045,0.6012146197834564,0.542,0.5332900529287846,0.5695,0.5615676259555897
406,0.595,0.5902563890426884,0.5475,0.5370395022319694,0.5645,0.555209820798098
407,0.6145,0.6129195093796201,0.5565,0.5473145664237441,0.552,0.5418035614458908
408,0.612,0.6105082026714301,0.549,0.5384367055403013,0.5835,0.5770357592115211
409,0.595,0.5922328460986549,0.55,0.5393456885161189,0.5605,0.5528884193609148
410,0.5985,0.597088660887159,0.546,0.5340690918675483,0.5685,0.5569614948944624
411,0.6055,0.6024016553406492,0.5445,0.5330469140501157,0.56,0.5544762589635733
412,0.5935,0.5923976740756979,0.5515,0.5400088921397787,0.555,0.5441414507590978
413,0.611,0.6075687778656507,0.5625,0.5514154960074212,0.547,0.5390916238547732
414,0.5925,0.589486235547426,0.548,0.5379350607180097,0.55,0.5421577590966246
415,0.602,0.5988623890736933,0.5665,0.5570007275865991,0.5655,0.5585468391660561
416,0.608,0.6047904778003398,0.5515,0.5417940196743003,0.5615,0.5531730450655586
417,0.5835,0.582819101813143,0.535,0.5266510555533302,0.5635,0.5525535393327455
418,0.6025,0.599043792997365,0.5465,0.534466625276846,0.557,0.5503071652927832
419,0.5915,0.5868376470012634,0.5395,0.5319240316708032,0.542,0.5349967758904894
420,0.5795,0.5782833457387412,0.5375,0.5286835167867112,0.564,0.5539573820395738
421,0.599,0.5927897776565486,0.5655,0.5530873982527323,0.546,0.536175415865694
422,0.6125,0.6112911529564153,0.5455,0.5355236581639079,0.5485,0.5390900739833637
423,0.599,0.5932317855516458,0.553,0.5411917322896044,0.5605,0.5514427465568948
424,0.618,0.615302286935108,0.5345,0.5218664265155287,0.558,0.5509644614695977
425,0.6025,0.6009146835033188,0.546,0.5368672171634478,0.57,0.5587787116073848
426,0.597,0.5935063255920525,0.5325,0.520813017716522,0.54,0.5303043130534453
427,0.6085,0.6050127939136956,0.542,0.5287105297106436,0.5455,0.534613649413381
428,0.6035,0.6026289757486867,0.548,0.5413613517713997,0.5585,0.5513436081976996
429,0.6,0.5958432597259644,0.548,0.5407760773942688,0.5575,0.5480246692309663
430,0.6145,0.6107788833713008,0.5525,0.5405184555711225,0.563,0.550215840840841
431,0.611,0.6106865415220101,0.547,0.5373101063273084,0.574,0.561254345761443
432,0.584,0.5786103634113139,0.557,0.5430401113674869,0.551,0.538668894796208
433,0.597,0.5948723758382398,0.561,0.5508285003113955,0.554,0.5407880888382334
434,0.6,0.5989811891271745,0.5575,0.5492324481426337,0.5675,0.5576529323882745
435,0.619,0.6168892476171853,0.5435,0.5328409634695223,0.5535,0.5453173509005702
436,0.5995,0.5943452825806649,0.566,0.5495542735838003,0.543,0.5360488476017631
437,0.611,0.6056994977081294,0.561,0.5511973373876405,0.5815,0.5716875634495149
438,0.606,0.6026693118545506,0.543,0.53018259452289,0.556,0.5492022041311168
439,0.602,0.6020794782661524,0.553,0.5468112573058982,0.559,0.5457096009536795
440,0.607,0.606676236029396,0.5415,0.5296997477044142,0.5635,0.5504181413825618
441,0.6035,0.6016680212060773,0.5505,0.541241214821325,0.5685,0.5630884284490386
442,0.606,0.602495685950927,0.5575,0.5478381822752802,0.57,0.5598345924137907
443,0.573,0.5658943326309057,0.541,0.5328238533162689,0.534,0.5293776907221915
444,0.586,0.5813157566432404,0.552,0.5413099444347219,0.544,0.5369145189427602
445,0.6165,0.6127521238935907,0.564,0.552640637115094,0.575,0.5682455964636828
446,0.6055,0.6037740131269383,0.5645,0.557198547707123,0.557,0.5458142476751902
447,0.603,0.6022852297234507,0.5385,0.5294997758074252,0.5695,0.5601876118194679
448,0.6095,0.6040342979289955,0.5545,0.5433342661875628,0.56,0.5540125813617203
449,0.6055,0.6001679223742897,0.551,0.5403360767600881,0.5605,0.5525479051575464
450,0.6115,0.606615696088884,0.556,0.5448411620876037,0.5635,0.5574116317136327
451,0.6045,0.6000371520924075,0.5435,0.5323288948411488,0.545,0.5370141164782898
452,0.5995,0.5978516774522661,0.547,0.5398628544917311,0.553,0.5454199185939601
453,0.6075,0.6030955530955531,0.5485,0.5410037450114425,0.5625,0.5546413696847923
454,0.601,0.596431712725965,0.5495,0.5395423923649562,0.5445,0.5339071169445745
455,0.597,0.5939708640431692,0.522,0.5118292277165458,0.55,0.5422808283696194
456,0.6115,0.6075020207146751,0.546,0.5387589750852282,0.563,0.5537754175251669
457,0.6185,0.6151362377886024,0.541,0.5321348909848606,0.5635,0.5555481024599834
458,0.62,0.617619953148684,0.5625,0.5514219391005136,0.5765,0.5637128824667844
459,0.5895,0.5895504931953641,0.542,0.5311367937427572,0.5625,0.5521975568628049
460,0.6095,0.6062957519902555,0.562,0.5553318614011737,0.566,0.5596797764895849
461,0.6025,0.6024133640216612,0.5595,0.5525504856833874,0.5715,0.5620707031647378
462,0.609,0.605315442329544,0.5495,0.5340689154289778,0.576,0.5703236422173436
463,0.605,0.5990029107847229,0.54,0.5278230920577599,0.5535,0.5461856579745431
464,0.62,0.6164952977020769,0.548,0.538840735912972,0.564,0.5581411346686681
465,0.593,0.5918939326110962,0.5545,0.546955195868788,0.558,0.5491901446715479
466,0.594,0.5931871487971251,0.534,0.5243582951158959,0.5785,0.5664570381496952
467,0.6055,0.6044291710483232,0.5555,0.5457920680142903,0.566,0.5567112866450011
468,0.58,0.5768108043429403,0.5375,0.5290542951278018,0.544,0.5333072804559914
469,0.6245,0.6208459440632871,0.551,0.5385405401153828,0.564,0.5583256474625099
470,0.6025,0.6006046896679087,0.547,0.5394471903042318,0.56,0.5486567864806841
471,0.6045,0.6021375864435435,0.5495,0.5421300463997059,0.56,0.5499776092275216
472,0.6075,0.607867491424361,0.554,0.5481804496020629,0.575,0.5627845602069164
473,0.6065,0.6034941992460062,0.563,0.5524430149669031,0.557,0.5451461781293715
474,0.584,0.5832493897303755,0.546,0.5381643563945658,0.5535,0.5432436845270537
475,0.6065,0.6020176735873508,0.5515,0.5385016635386638,0.549,0.5422444621931838
476,0.611,0.60698630042412,0.5505,0.542053653146153,0.5615,0.5551365356254211
477,0.6025,0.5988566982824749,0.5485,0.5324727331808999,0.5565,0.5510184541314493
478,0.5995,0.5954306730110893,0.5485,0.5426152064601434,0.5605,0.5530852475969694
479,0.6065,0.6009274215595991,0.554,0.5430616008685606,0.5535,0.5490396297028525
480,0.5975,0.5966809089833628,0.5485,0.5416299108454319,0.5635,0.5540324589682889
481,0.6025,0.5953107934691723,0.549,0.542665008612523,0.555,0.5487800346710315
482,0.5895,0.585728831284856,0.5625,0.5521135136127235,0.566,0.5566408843508722
483,0.611,0.610496118455886,0.545,0.5351533360428071,0.5765,0.5668029356116349
484,0.598,0.592268723580078,0.557,0.5498725674751994,0.571,0.5587732296565434
485,0.6055,0.6031949718080742,0.5685,0.5593342979381296,0.5725,0.562456827778294
486,0.5855,0.5824587817192367,0.5385,0.5302238141270803,0.562,0.551429432664901
487,0.596,0.5916514312657565,0.5575,0.54892752452696,0.5545,0.5495797859428445
488,0.591,0.5842227781905592,0.5485,0.5360307546442774,0.5335,0.5260599060164214
489,0.612,0.6108569037162838,0.5465,0.5374764874059773,0.5695,0.5592058320876276
490,0.603,0.6000014699745385,0.551,0.5379095296447127,0.56,0.5478805210844002
491,0.602,0.5985194224459907,0.546,0.5371239745032862,0.549,0.5362250458473156
492,0.609,0.6062093869971683,0.5435,0.5322750047726,0.5545,0.5452555946642009
493,0.5945,0.5911715255433775,0.5455,0.5368718878001435,0.568,0.5594509872820644
494,0.619,0.6168508117895769,0.5505,0.5423461149118475,0.571,0.563182126577403
495,0.627,0.6220001991711791,0.5385,0.5287490613435699,0.5545,0.5469244528377802
496,0.5945,0.5912368871242286,0.547,0.5367899683756141,0.5695,0.5588209944219339
497,0.601,0.5995666728086139,0.526,0.5176271313740123,0.551,0.5371420735207857
498,0.6005,0.5938395907787957,0.5575,0.5445819110801334,0.543,0.5359438447032093
499,0.6195,0.6202662500145876,0.558,0.5529063928142604,0.571,0.5636011197167609
500,0.594,0.5920892488037958,0.537,0.5234123790994497,0.538,0.5302069730844108
